Name,Type,RA,Dec,Const,MajAx,MinAx,V-Mag,M,NGC,IC,Common names,Name catalog,Name number (with zeros),Name normalized,IC name,M name,Name number,Catalog,Name_MIKE,Name (no leading zero),Name (final),NGC/ID,Type_MIKE,Common Name,Mag,RA_MIKE,Dec_MIKE,Width ('),Height ('),IC_MIKE,IC name_MIKE,NGC_MIKE,NGC name,mike,CONST.,NGC DESIGNATION,OTHER NAME(S),R.A.,DEC.,MAG_500,MAX SZ,MIN SZ,Name catalog_500,Name number_500,Types_OpenNGC,Best_500,Notes
NGC3887,G,11:47:04.57,-16:51:16.6,Crt,3.27,2.57,10.93,,,,,NGC,3887,NGC 3887,,,3887.0,,,,,,,,,,,,,,,,,,Crt,NGC3887,MCG - 3-30- 12    ,11 47.1,-16 51,10.6,3.5,2.7,NGC,3887.0,G,True,tiny_dso
NGC3893,G,11:48:38.19,+48:42:39.0,UMa,2.69,1.43,10.63,,,,,NGC,3893,NGC 3893,,,3893.0,,,,,,,,,,,,,,,,,,Uma,NGC3893,UGC 6778         ,11 48.6,+48 43,10.5,4.5,2.4,NGC,3893.0,G,True,tiny_dso
NGC3917,G,11:50:45.43,+51:49:28.8,UMa,4.61,1.03,11.81,,,,,NGC,3917,NGC 3917,,,3917.0,,,,,,,,,,,,,,,,,,Uma,NGC3917,UGC 6815         ,11 50.8,+51 49,11.8,5.0,1.1,NGC,3917.0,G,True,tiny_dso
NGC3938,G,11:52:49.45,+44:07:14.6,UMa,3.55,3.44,10.36,,,,,NGC,3938,NGC 3938,,,3938.0,,,,,,,,,,,,,,,,,,Uma,NGC3938,UGC 6856         ,11 52.8,+44 07,10.4,5.1,5.0,NGC,3938.0,G,True,tiny_dso
NGC3945,G,11:53:13.73,+60:40:32.0,UMa,5.55,3.29,10.75,,,,,NGC,3945,NGC 3945,,,3945.0,,,,,,,,,,,,,,,,,,Uma,NGC3945,UGC 6860         ,11 53.2,+60 40,10.9,6.4,4.2,NGC,3945.0,G,True,tiny_dso
NGC3953,G,11:53:48.92,+52:19:36.4,UMa,6.14,3.13,10.1,,,,,NGC,3953,NGC 3953,,,3953.0,,,,,,,,,,,,,,,,,,Uma,NGC3953,UGC 6870         ,11 53.8,+52 19,10.1,6.9,3.6,NGC,3953.0,G,True,tiny_dso
NGC3955,G,11:53:57.15,-23:09:51.0,Crt,4.15,1.21,11.84,,,,,NGC,3955,NGC 3955,,,3955.0,,,,,,,,,,,,,,,,,,Crt,NGC3955,ESO 504-26        ,11 54.0,-23 10,11.9,3.1,1.0,NGC,3955.0,G,True,tiny_dso
NGC3962,G,11:54:40.10,-13:58:30.1,Crt,4.17,3.0,10.65,,,,,NGC,3962,NGC 3962,,,3962.0,,,,,,,,,,,,,,,,,,Crt,NGC3962,MCG - 2-30- 40    ,11 54.7,-13 59,10.7,3.4,2.8,NGC,3962.0,G,True,tiny_dso
NGC0040,PN,00:13:01.03,+72:31:19.0,Cep,0.8,,11.89,,,,Bow-Tie nebula,NGC,0040,NGC 40,,,40.0,,,,,,,,,,,,,,,,,,Cep,NGC40,"Bow Tie Nebula, The Scarab Nebula",00 13.0,+72 31,10.7,1.0,0.67,NGC,40.0,PN,True,tiny_dso
NGC4027,G,11:59:30.17,-19:15:54.8,Crv,3.54,2.8,11.17,,,,,NGC,4027,NGC 4027,,,4027.0,,,,,,,,,,,,,,,,,,Crv,NGC4027,ESO 572-37        ,11 59.5,-19 16,11.1,3.3,2.4,NGC,4027.0,G,True,tiny_dso
NGC4038,G,12:01:53.01,-18:52:03.4,Crv,5.42,3.78,10.2,,,,Antennae Galaxies,NGC,4038,NGC 4038,,,4038.0,,,,,,,,,,,,,,,,,,Crv,NGC4038,Antennae/RINGTAIL GALAXIES/MOSQUITO LARVAE/PUPA/COMMA GALS,12 01.9,-18 52,10.3,3.4,2.0,NGC,4038.0,G,True,tiny_dso
NGC4039,G,12:01:53.51,-18:53:10.3,Crv,5.36,2.73,,,,,Antennae Galaxies,NGC,4039,NGC 4039,,,4039.0,,,,,,,,,,,,,,,,,,Crv,NGC4039,Antennae/RINGTAIL GALAXIES/MOSQUITO LARVAE/PUPA/COMMA GALS,12 01.9,-18 53,10.6,3.3,1.7,NGC,4039.0,G,True,tiny_dso
NGC0404,G,01:09:27.02,+35:43:05.3,And,3.4,3.37,10.55,,,,,NGC,0404,NGC 404,,,404.0,,,,,,,,,,,,,,,,,,And,NGC404,MIRACH'S GHOST,01 09.4,+35 43,10.3,4.3,3.9,NGC,404.0,G,True,tiny_dso
NGC4111,G,12:07:03.13,+43:03:56.6,CVn,1.78,0.64,10.81,,,,,NGC,4111,NGC 4111,,,4111.0,,,,,,,,,,,,,,,,,,Cvn,NGC4111,UGC 7103         ,12 07.0,+43 04,10.7,4.6,1.0,NGC,4111.0,G,True,tiny_dso
NGC4244,G,12:17:29.66,+37:48:25.6,CVn,16.22,7.24,10.18,,,,,NGC,4244,NGC 4244,,,4244.0,,,,,,,,,,,,,,,,,,Cvn,NGC4244,UGC 7322/Silver Needle Galaxy/SHERMAN WAY GAL. ,12 17.5,+37 48,10.4,15.9,1.8,NGC,4244.0,G,True,tiny_dso
NGC4274,G,12:19:50.59,+29:36:52.1,Com,3.63,1.7,10.42,,,,,NGC,4274,NGC 4274,,,4274.0,,,,,,,,,,,,,,,,,,Com,NGC4274,UGC 7377         ,12 19.8,+29 37,10.4,6.8,2.4,NGC,4274.0,G,True,tiny_dso
NGC4278,G,12:20:06.82,+29:16:50.7,Com,2.89,2.83,10.21,,,,,NGC,4278,NGC 4278,,,4278.0,,,,,,,,,,,,,,,,,,Com,NGC4278,UGC 7386         ,12 20.1,+29 17,10.2,4.0,3.9,NGC,4278.0,G,True,tiny_dso
NGC4314,G,12:22:31.82,+29:53:45.2,Com,3.7,3.56,10.57,,,,,NGC,4314,NGC 4314,,,4314.0,,,,,,,,,,,,,,,,,,Com,NGC4314,UGC 7443         ,12 22.5,+29 54,10.6,3.9,3.7,NGC,4314.0,G,True,tiny_dso
NGC4346,G,12:23:27.94,+46:59:37.8,CVn,3.13,1.13,,,,,,NGC,4346,NGC 4346,,,4346.0,,,,,,,,,,,,,,,,,,Cvn,NGC4346,UGC 7463         ,12 23.5,+47 00,11.1,3.2,1.3,NGC,4346.0,G,True,tiny_dso
NGC4361,PN,12:24:30.76,-18:47:05.4,Crv,1.05,,10.9,,,,,NGC,4361,NGC 4361,,,4361.0,,,,,,,,,,,,,,,,,,Crv,NGC4361,"ESO 573-PN19 ,LAWN SPRINKLER""    ",12 24.5,-18 47,10.9,1.33,1.33,NGC,4361.0,PN,True,tiny_dso
NGC4414,G,12:26:27.10,+31:13:24.7,Com,1.95,1.12,10.2,,,,,NGC,4414,NGC 4414,,,4414.0,,,,,,,,,,,,,,,,,,Com,NGC4414,UGC 7539         ,12 26.5,+31 13,10.1,3.6,2.0,NGC,4414.0,G,True,tiny_dso
NGC4435,G,12:27:40.49,+13:04:44.2,Vir,3.03,2.14,10.96,,,,Eyes,NGC,4435,NGC 4435,,,4435.0,,,,,,,,,,,,,,,,,,Vir,NGC4435,"UGC 7575/The ""Eyes"" , COPELAND'S EYES",12 27.7,+13 05,10.8,3.0,2.2,NGC,4435.0,G,True,tiny_dso
NGC4438,G,12:27:45.59,+13:00:31.8,Vir,9.16,4.02,10.92,,,,Eyes,NGC,4438,NGC 4438,,,4438.0,,,,,,,,,,,,,,,,,,Vir,NGC4438,"UGC 7574/The ""Eyes"" , COPELAND'S EYES""   ",12 27.8,+13 00,10.2,8.5,3.0,NGC,4438.0,G,True,tiny_dso
NGC4450,G,12:28:29.63,+17:05:05.8,Com,5.46,3.78,10.87,,,,,NGC,4450,NGC 4450,,,4450.0,,,,,,,,,,,,,,,,,,Com,NGC4450,UGC 7594         ,12 28.5,+17 05,10.1,5.4,4.1,NGC,4450.0,G,True,tiny_dso
NGC4485,G,12:30:31.13,+41:42:04.2,CVn,2.01,1.34,12.18,,,,,NGC,4485,NGC 4485,,,4485.0,,,,,,,,,,,,,,,,,,Cvn,NGC4485,UGC 7648./COCOON GAL.      ,12 30.5,+41 42,11.9,2.4,1.8,NGC,4485.0,G,True,tiny_dso
NGC4517,G,12:32:45.59,+00:06:54.1,Vir,9.02,1.42,10.48,,4437,,,NGC,4517,NGC 4517,,,4517.0,,,,,,,,,,,,,,,,,,Vir,NGC4517,4437,12 32.8,+00 07,10.4,10.2,1.7,NGC,4517.0,G,True,tiny_dso
NGC4536,G,12:34:27.05,+02:11:17.3,Vir,7.08,2.55,10.48,,,,,NGC,4536,NGC 4536,,,4536.0,,,,,,,,,,,,,,,,,,Vir,NGC4536,UGC 7732         ,12 34.4,+02 11,10.6,7.1,3.1,NGC,4536.0,G,True,tiny_dso
NGC4565,G,12:36:20.78,+25:59:15.6,Com,16.75,2.89,10.86,,,,Needle Galaxy,NGC,4565,NGC 4565,,,4565.0,,,,,,,,,,,,,,,,,,Com,NGC4565,THE NEEDLE GALAXY/FLYING SAUCER GALAXY,12 36.3,+25 59,9.6,14.9,2.0,NGC,4565.0,G,True,tiny_dso
NGC4567,G,12:36:32.71,+11:15:28.8,Vir,2.74,2.15,11.32,,,,"Butterfly Galaxies,Siamese Twins",NGC,4567,NGC 4567,,,4567.0,,,,,,,,,,,,,,,,,,Vir,NGC4567,UGC 7777/The Siamese Twins/FISH& CHIPS GALS.      ,12 36.5,+11 15,11.3,3.1,2.2,NGC,4567.0,G,True,tiny_dso
NGC4568,G,12:36:34.26,+11:14:20.0,Vir,4.31,1.87,10.8,,,,"Butterfly Galaxies,Siamese Twins",NGC,4568,NGC 4568,,,4568.0,,,,,,,,,,,,,,,,,,Vir,NGC4568,UGC 7777/The Siamese Twins/FISH& CHIPS GALS.      ,12 36.6,+11 14,10.8,4.6,2.2,NGC,4568.0,G,True,tiny_dso
NGC4605,G,12:39:59.38,+61:36:33.1,UMa,5.87,2.29,10.26,,,,,NGC,4605,NGC 4605,,,4605.0,,,,,,,,,,,,,,,,,,Uma,NGC4605,FABERGE EGG GALAXY,12 40.0,+61 36,10.9,5.8,2.2,NGC,4605.0,G,True,tiny_dso
NGC4618,G,12:41:32.85,+41:09:02.8,CVn,3.56,2.29,10.78,,,3667,,NGC,4618,NGC 4618,,,4618.0,,,,,,,,,,,,,,,,,,Cvn,NGC4618,IC 3667           ,12 41.6,+41 09,10.8,4.2,3.4,NGC,4618.0,G,True,tiny_dso
NGC4651,G,12:43:42.63,+16:23:36.2,Com,3.87,2.58,10.82,,,,Umbrella Galaxy,NGC,4651,NGC 4651,,,4651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiny_dso
NGC4666,G,12:45:08.59,-00:27:42.8,Vir,4.97,1.97,10.75,,,,,NGC,4666,NGC 4666,,,4666.0,,,,,,,,,,,,,,,,,,Vir,NGC4666,UGC 7926         ,12 45.1,-00 28,10.7,4.5,1.4,NGC,4666.0,G,True,tiny_dso
NGC4710,G,12:49:38.83,+15:09:55.6,Com,4.39,1.13,10.71,,,,,NGC,4710,NGC 4710,,,4710.0,,,,,,,,,,,,,,,,,,Com,NGC4710,UGC 7980         ,12 49.6,+15 10,11,4.9,1.6,NGC,4710.0,G,True,tiny_dso
NGC4782,G,12:54:35.72,-12:34:07.1,Crv,1.48,0.87,12.75,,,,,NGC,4782,NGC 4782,,,4782.0,,,,,,,,,,,,,,,,,,Crv,NGC4782,MCG - 2-33- 50    ,12 54.6,-12 34,11.7,2.3,1.3,NGC,4782.0,G,True,tiny_dso
NGC4783,G,12:54:36.59,-12:33:28.2,Crv,1.41,0.69,12.8,,,,,NGC,4783,NGC 4783,,,4783.0,,,,,,,,,,,,,,,,,,Crv,NGC4783,"3C278,H I 136     ",12 54.6,-12 34,11.5,2.3,1.3,NGC,4783.0,G,True,tiny_dso
NGC0488,G,01:21:46.85,+05:15:24.2,Psc,5.05,3.66,10.26,,,,,NGC,0488,NGC 488,,,488.0,,,,,,,,,,,,,,,,,,Psc,NGC488,Whirligig galaxy,01 21.8,+05 15,10.3,5.4,3.9,NGC,488.0,G,True,tiny_dso
NGC5005,G,13:10:56.23,+37:03:33.1,CVn,4.82,1.52,10.71,,,,,NGC,5005,NGC 5005,,,5005.0,,,,,,,,,,,,,,,,,,Cvn,NGC5005,UGC 8256         ,13 10.9,+37 03,9.8,5.8,2.9,NGC,5005.0,G,True,tiny_dso
NGC5054,G,13:16:58.49,-16:38:05.5,Vir,5.04,2.9,10.79,,,,,NGC,5054,NGC 5054,,,5054.0,,,,,,,,,,,,,,,,,,Vir,NGC5054,MCG - 3-34- 39    ,13 17.0,-16 38,10.9,5.1,2.8,NGC,5054.0,G,True,tiny_dso
NGC5363,G,13:56:07.21,+05:15:17.2,Vir,4.17,2.75,10.21,,,,,NGC,5363,NGC 5363,,,5363.0,,,,,,,,,,,,,,,,,,Vir,NGC5363,near 5364,13 56.1,+05 15,10.1,4.0,2.5,NGC,5363.0,G,True,tiny_dso
NGC5364,G,13:56:12.00,+05:00:52.1,Vir,3.8,1.66,10.52,,5317,,,NGC,5364,NGC 5364,,,5364.0,,,,,,,,,,,,,,,,,,Vir,NGC5364,near 5363,13 56.2,+05 01,11.2,6.7,5.4,NGC,5364.0,G,True,tiny_dso
NGC5676,G,14:32:46.85,+49:27:28.4,Boo,3.59,1.61,11.22,,,,,NGC,5676,NGC 5676,,,5676.0,,,,,,,,,,,,,,,,,,Boo,NGC5676,UGC 9366         ,14 32.8,+49 27,11.2,3.9,1.8,NGC,5676.0,G,True,tiny_dso
NGC5689,G,14:35:29.69,+48:44:29.9,Boo,3.66,0.91,11.8,,,,,NGC,5689,NGC 5689,,,5689.0,,,,,,,,,,,,,,,,,,Boo,NGC5689,UGC 9399         ,14 35.5,+48 44,11.9,3.3,1.0,NGC,5689.0,G,True,tiny_dso
NGC5746,G,14:44:55.92,+01:57:18.0,Vir,7.24,1.08,10.55,,,,,NGC,5746,NGC 5746,,,5746.0,,,,,,,,,,,,,,,,,,Vir,NGC5746,"BLADE&PEARL GALAXY, The Mini Sombrero",14 44.9,+01 57,10.3,6.9,1.2,NGC,5746.0,G,True,tiny_dso
NGC0578,G,01:30:29.09,-22:40:02.5,Cet,4.82,2.92,11.09,,,,,NGC,0578,NGC 578,,,578.0,,,,,,,,,,,,,,,,,,Cet,NGC578,ESO 476-15        ,01 30.5,-22 40,10.9,4.8,3.0,NGC,578.0,G,True,tiny_dso
NGC0584,G,01:31:20.75,-06:52:05.0,Cet,3.78,2.51,10.35,,,1712,,NGC,0584,NGC 584,,,584.0,,,,,,,,,,,,,,,,,,Cet,NGC584,LITTLE SPINDLE GALAXY,01 31.3,-06 52,10.4,3.8,2.4,NGC,584.0,G,True,tiny_dso
NGC5907,G,15:15:53.77,+56:19:43.6,Dra,11.3,1.75,10.37,,5906,,,NGC,5907,NGC 5907,,,5907.0,,,,,,,,,,,,,,,,,,Dra,NGC5907,SPLINTER GAL./CAT SCRATCH GAL./KNIFE EDGE GAL.,15 15.9,+56 20,10.3,11.8,1.3,NGC,5907.0,G,True,tiny_dso
NGC6015,G,15:51:25.23,+62:18:36.1,Dra,5.81,2.57,11.17,,,,,NGC,6015,NGC 6015,,,6015.0,,,,,,,,,,,,,,,,,,Dra,NGC6015,UGC 10075         ,15 51.4,+62 18,11.1,5.4,2.1,NGC,6015.0,G,True,tiny_dso
NGC6140,G,16:20:58.16,+65:23:26.0,Dra,2.09,1.78,11.66,,,,,NGC,6140,NGC 6140,,,6140.0,,,,,,,,,,,,,,,,,,Dra,NGC6140,UGC 10359         ,16 21.0,+65 23,11.3,6.3,4.6,NGC,6140.0,G,True,tiny_dso
NGC6207,G,16:43:03.75,+36:49:56.7,Her,3.46,1.61,11.64,,,,,NGC,6207,NGC 6207,,,6207.0,,,,,,,,,,,,,,,,,,Her,NGC6207,UGC 10521         ,16 43.1,+36 50,11.6,3.0,1.2,NGC,6207.0,G,True,tiny_dso
NGC6302,PN,17:13:44.63,-37:06:11.3,Sco,0.74,,9.6,,,,"Bug Nebula,Butterfly Nebula",NGC,6302,NGC 6302,,,6302.0,,,,,,,,,,,,,,,,,,Sco,NGC6302,BUG NEBULA/BUTTERFLY NEB.,17 13.7,-37 06,9.6,1.2,0.5,NGC,6302.0,PN,True,tiny_dso
NGC6369,PN,17:29:20.50,-23:45:34.0,Oph,0.63,,11.4,,,,Little Ghost Nebula,NGC,6369,NGC 6369,,,6369.0,,,,,,,,,,,,,,,,,,Oph,NGC6369,LITTLE GHOST NEBULA,17 29.3,-23 46,11,0.5,0.48,NGC,6369.0,PN,True,tiny_dso
NGC6404,OCl,17:39:37.36,-33:14:48.2,Sco,4.2,,10.6,,,,,NGC,6404,NGC 6404,,,6404.0,,,,,,,,,,,,,,,,,,Sco,NGC6404,OCL 1024          ,17 39.6,-33 14,10.6,6.0,6.0,NGC,6404.0,OCl,True,tiny_dso
NGC6440,GCl,17:48:52.67,-20:21:34.5,Sgr,5.1,,10.1,,,,,NGC,6440,NGC 6440,,,6440.0,,,,,,,,,,,,,,,,,,Sgr,NGC6440,GCL  77           ,17 48.9,-20 22,9.3,4.4,4.4,NGC,6440.0,GCl,True,tiny_dso
NGC6445,PN,17:49:15.06,-20:00:34.2,Sgr,0.55,,11.2,,,,Little Gem,NGC,6445,NGC 6445,,,6445.0,,,,,,,,,,,,,,,,,,Sgr,NGC6445,BOX NEBULA (in same field as 6440)/COFFIN NEB.,17 49.3,-20 01,13,0.58,0.5,NGC,6445.0,PN,True,tiny_dso
NGC6503,G,17:49:26.43,+70:08:39.7,Dra,5.94,1.98,10.12,,,,,NGC,6503,NGC 6503,,,6503.0,,,,,,,,,,,,,,,,,,Dra,NGC6503,LOST IN SPACE GALAXY,17 49.5,+70 09,10.2,7.0,2.5,NGC,6503.0,G,True,tiny_dso
NGC6528,GCl,18:04:49.61,-30:03:20.8,Sgr,3.6,,10.65,,,,,NGC,6528,NGC 6528,,,6528.0,,,,,,,,,,,,,,,,,,Sgr,NGC6528,GCL  84           ,18 04.8,-30 03,9.6,5.0,5.0,NGC,6528.0,GCl,True,tiny_dso
NGC6543,PN,17:58:33.39,+66:37:59.5,Dra,0.9,,9.01,,,,Cat's Eye Nebula,NGC,6543,NGC 6543,,,6543.0,,,,,,,,,,,,,,,,,,Dra,NGC6543,CATSEYE NEBULA,17 58.6,+66 38,8.3,0.37,0.27,NGC,6543.0,PN,True,tiny_dso
NGC6558,GCl,18:10:18.38,-31:45:48.5,Sgr,5.4,,11.29,,,,,NGC,6558,NGC 6558,,,6558.0,,,,,,,,,,,,,,,,,,Sgr,NGC6558,GCL  89           ,18 10.3,-31 46,9.3,10.4,10.4,NGC,6558.0,GCl,True,tiny_dso
NGC6563,PN,18:12:02.50,-33:52:06.0,Sgr,0.79,,11.0,,,,,NGC,6563,NGC 6563,,,6563.0,,,,,,,,,,,,,,,,,,Sgr,NGC6563,THE SOUTHERN RING NEBULA,18 12.0,-33 52,13,0.9,0.68,NGC,6563.0,PN,True,tiny_dso
NGC6603,OCl,18:18:26.97,-18:24:21.8,Sgr,4.2,,11.1,,,,,NGC,6603,NGC 6603,,,6603.0,,,,,,,,,,,,,,,,,,Sgr,NGC6603,in M24,18 18.5,-18 24,11.1,4.0,4.0,NGC,6603.0,OCl,True,tiny_dso
NGC6642,GCl,18:31:54.22,-23:28:34.1,Sgr,3.9,,10.24,,,,,NGC,6642,NGC 6642,,,6642.0,,,,,,,,,,,,,,,,,,Sgr,NGC6642,GCL  97           ,18 31.9,-23 29,8.9,5.8,5.8,NGC,6642.0,GCl,True,tiny_dso
NGC6643,G,18:19:46.41,+74:34:06.1,Dra,3.32,1.63,11.11,,,,,NGC,6643,NGC 6643,,,6643.0,,,,,,,,,,,,,,,,,,Dra,NGC6643,UGC 11218         ,18 19.8,+74 34,11.1,3.7,1.8,NGC,6643.0,G,True,tiny_dso
NGC6717,GCl,18:55:06.04,-22:42:05.8,Sgr,3.9,,10.35,,,,,NGC,6717,NGC 6717,,,6717.0,,,,,,,,,,,,,,,,,,Sgr,NGC6717,Palomar 9             ,18 55.1,-22 42,8.4,5.4,5.4,NGC,6717.0,GCl,True,tiny_dso
NGC0672,G,01:47:54.52,+27:25:58.0,Tri,7.01,2.71,10.92,,,,,NGC,0672,NGC 672,,,672.0,,,,,,,,,,,,,,,,,,Tri,NGC672,UGC 1256         ,01 47.9,+27 26,10.9,7.5,2.6,NGC,672.0,G,True,tiny_dso
NGC6756,OCl,19:08:42.57,+04:42:20.8,Aql,3.6,,10.6,,,,,NGC,6756,NGC 6756,,,6756.0,,,,,,,,,,,,,,,,,,Aql,NGC6756,OCL   99          ,19 08.7,+04 42,10.6,4.0,4.0,NGC,6756.0,OCl,True,tiny_dso
NGC6781,PN,19:18:28.26,+06:32:23.0,Aql,1.8,,11.4,,,,,NGC,6781,NGC 6781,,,6781.0,,,,,,,,,,,,,,,,,,Aql,NGC6781,"GHOST OF THE MOON, The Snowglobe/HORSESHOE/EAGLE'S NEST",19 18.5,+06 32,11.8,1.9,1.82,NGC,6781.0,PN,True,tiny_dso
NGC6804,PN,19:31:35.39,+09:13:30.6,Aql,0.58,,12.0,,,,,NGC,6804,NGC 6804,,,6804.0,,,,,,,,,,,,,,,,,,Aql,NGC6804,SNOWBALL NEBULA,19 31.6,+09 14,12.4,1.05,0.83,NGC,6804.0,PN,True,tiny_dso
NGC6818,PN,19:43:57.73,-14:09:11.4,Sgr,0.77,,9.3,,,,Little Gem Nebula,NGC,6818,NGC 6818,,,6818.0,,,,,,,,,,,,,,,,,,Sgr,NGC6818,LITTLE GEM NEBULA,19 44.0,-14 09,10,0.37,0.25,NGC,6818.0,PN,True,tiny_dso
NGC6822,G,19:44:57.74,-14:48:12.4,Sgr,17.38,16.75,10.05,,,4895,Barnard's Galaxy,NGC,6822,NGC 6822,,,6822.0,,,,,,,,,,,,,,,,,,Sgr,NGC6822,IC 4895/Barnard's Galaxy      ,19 44.9,-14 48,8.8,15.4,14.2,NGC,6822.0,G,True,tiny_dso
NGC6905,PN,20:22:22.99,+20:06:16.3,Del,0.67,,11.1,,,,Blue Flash Nebula,NGC,6905,NGC 6905,,,6905.0,,,,,,,,,,,,,,,,,,Del,NGC6905,BLUE FLASH NEBULA,20 22.4,+20 06,12,0.73,0.63,NGC,6905.0,PN,True,tiny_dso
NGC7006,GCl,21:01:29.25,+16:11:15.1,Del,4.2,,10.46,,,,,NGC,7006,NGC 7006,,,7006.0,,,,,,,,,,,,,,,,,,Del,NGC7006,GCL 119           ,21 01.5,+16 11,10.6,3.6,3.6,NGC,7006.0,GCl,True,tiny_dso
NGC7008,PN,21:00:32.80,+54:32:35.5,Cyg,1.43,,10.7,,,,,NGC,7008,NGC 7008,,,7008.0,,,,,,,,,,,,,,,,,,Cyg,NGC7008,COAT BUTTON NEBULA (Fetus Nebula),21 00.5,+54 33,12,1.43,1.15,NGC,7008.0,PN,True,tiny_dso
NGC7009,PN,21:04:10.79,-11:21:47.7,Aqr,0.7,0.52,8.0,,,,Saturn Nebula,NGC,7009,NGC 7009,,,7009.0,,,,,,,,,,,,,,,,,,Aqr,NGC7009,SATURN NEBULA,21 04.2,-11 22,8.3,0.47,0.38,NGC,7009.0,PN,True,tiny_dso
NGC7044,OCl,21:13:09.41,+42:29:46.3,Cyg,6.0,,12.0,,,,,NGC,7044,NGC 7044,,,7044.0,,,,,,,,,,,,,,,,,,Cyg,NGC7044,OCL  198          ,21 13.1,+42 29,12,7.0,7.0,NGC,7044.0,OCl,True,tiny_dso
NGC7176,G,22:02:08.44,-31:59:23.1,PsA,1.15,0.92,,,,,,NGC,7176,NGC 7176,,,7176.0,,,,,,,,,,,,,,,,,,Psa,NGC7176,ESO 466-41        ,22 02.1,-31 59,11.3,2.1,1.7,NGC,7176.0,G,True,tiny_dso
NGC7314,G,22:35:46.19,-26:03:01.7,PsA,4.21,1.71,11.22,,,,,NGC,7314,NGC 7314,,,7314.0,,,,,,,,,,,,,,,,,,Psa,NGC7314,ESO 533-53        ,22 35.8,-26 03,11,4.6,2.0,NGC,7314.0,G,True,tiny_dso
NGC7479,G,23:04:56.65,+12:19:22.4,Peg,3.65,2.72,11.09,,,,,NGC,7479,NGC 7479,,,7479.0,,,,,,,,,,,,,,,,,,Peg,NGC7479,"UGC 12343, Superman Galaxy",23 04.9,+12 19,10.9,4.0,3.1,NGC,7479.0,G,True,tiny_dso
NGC7541,G,23:14:43.89,+04:32:03.7,Psc,3.03,1.0,11.76,,7581,,,NGC,7541,NGC 7541,,,7541.0,,,,,,,,,,,,,,,,,,Psc,NGC7541,UGC 12447         ,23 14.7,+04 32,11.7,3.5,1.2,NGC,7541.0,G,True,tiny_dso
NGC7606,G,23:19:04.78,-08:29:06.3,Aqr,5.26,4.47,11.0,,,,,NGC,7606,NGC 7606,,,7606.0,,,,,,,,,,,,,,,,,,Aqr,NGC7606,MCG - 2-59- 12    ,23 19.1,-08 29,10.8,4.2,2.3,NGC,7606.0,G,True,tiny_dso
NGC0772,G,01:59:19.58,+19:00:27.1,Ari,4.57,2.52,10.3,,,,,NGC,0772,NGC 772,,,772.0,,,,,,,,,,,,,,,,,,Ari,NGC772,FIDDLEHEAD GALAXY,01 59.3,+19 00,10.3,7.5,4.3,NGC,772.0,G,True,tiny_dso
NGC7814,G,00:03:14.89,+16:08:43.5,Peg,4.37,1.88,10.6,,,,,NGC,7814,NGC 7814,,,7814.0,,,,,,,,,,,,,,,,,,Peg,NGC7814,"UGC 8 THE LITTLE SOMBRERO, ELECTRIC ARC GAL.",00 03.2,+16 09,11,5.5,2.3,NGC,7814.0,G,True,tiny_dso
NGC0784,G,02:01:16.93,+28:50:14.1,Tri,4.17,1.07,11.73,,,,,NGC,0784,NGC 784,,,784.0,,,,,,,,,,,,,,,,,,Tri,NGC784,UGC 1501         ,02 01.3,+28 50,11.7,6.6,1.6,NGC,784.0,G,True,tiny_dso
NGC0864,G,02:15:27.64,+06:00:09.4,Cet,3.72,2.57,11.07,,,,,NGC,0864,NGC 864,,,864.0,,,,,,,,,,,,,,,,,,Cet,NGC864,UGC 1736         ,02 15.5,+06 00,10.9,4.7,3.2,NGC,864.0,G,True,tiny_dso
NGC0877,G,02:17:59.64,+14:32:38.6,Ari,1.92,1.47,11.86,,0877N,,,NGC,0877,NGC 877,,,877.0,,,,,,,,,,,,,,,,,,Ari,NGC877,UGC 1768         ,02 18.0,+14 33,11.9,2.4,1.9,NGC,877.0,G,True,tiny_dso
NGC0891,G,02:22:33.41,+42:20:56.9,And,13.03,3.03,10.01,,,,,NGC,0891,NGC 891,,,891.0,,,,,,,,,,,,,,,,,,And,NGC891,UGC 1831/The Silver Sliver Galaxy        ,02 22.6,+42 21,9.9,13.1,2.8,NGC,891.0,G,True,tiny_dso
NGC0908,G,02:23:04.57,-21:14:01.9,Cet,6.14,2.82,10.31,,,,,NGC,0908,NGC 908,,,908.0,,,,,,,,,,,,,,,,,,Cet,NGC908,ESO 545-11        ,02 23.1,-21 14,10.2,6.1,2.7,NGC,908.0,G,True,tiny_dso
NGC0925,G,02:27:16.88,+33:34:45.0,Tri,10.72,5.75,10.12,,,,,NGC,0925,NGC 925,,,925.0,,,,,,,,,,,,,,,,,,Tri,NGC925,UGC 1913         ,02 27.3,+33 35,10.1,10.9,6.2,NGC,925.0,G,True,tiny_dso
NGC0949,G,02:30:48.65,+37:08:12.4,Tri,3.1,1.35,11.89,,,,,NGC,0949,NGC 949,,,949.0,,,,,,,,,,,,,,,,,,Tri,NGC949,UGC 1983         ,02 30.8,+37 08,11.8,2.7,1.7,NGC,949.0,G,True,tiny_dso
